"","uid","multiapply_ind","gjj_flag","flt_flag","car_flag","sz_flag","credit_card_flag","eb_value_ind","birth_year","brand_level","al_date1","al_date2","al_date3","al_date1_bank","al_date1_nbank","al_id_m3_num","al_id_m3_bank_num","al_id_m3_nbank_orgnum","al_id_m6_nbank_orgnum","flag_bank","flag_nbank_cons","flag_nbank_cash","last_job_opendate","fst_opendate","salary","flight_id","high_id","flt_m8_id","qmonth","acm_cardindex","debit_balance_m6_avg","debit_in_m6","debit_in_num_m6","debit_out_m6","debit_out_num_m6","credit_out_m6","credit_out_num_m6","credit_cash_m6","credit_cash_month_m6","credit_def_month_m6","debit_balance_m12_avg","debit_in_m12","debit_in_num_m12","debit_out_m12","debit_out_num_m12","credit_out_m12","credit_out_num_m12","credit_cash_m12","credit_cash_month_m12","credit_def_month_m12","mobile_weight","user_level","user_vip","eb_amt_avg","eb_freq","life_house","life_car","life_marry","life_mommy","life_child","consumption_flag","cons_cont","cons_time_recent","cons_tot_m3_num","cons_tot_m3_pay","cons_tot_m3_p_catenum","cons_tot_m3_v_catenum","cons_tot_m3_visits","cons_tot_m12_num","cons_tot_m12_pay","cons_tot_m12_p_catenum","cons_tot_m12_v_catenum","cons_tot_m12_visits","cons_max_m3_num","cons_max_m3_pay","cons_max_m3_paycate","cons_max_m12_num","cons_max_m12_pay","cons_max_m12_paycate","cons_m3_RYBH_num","cons_m3_RYBH_pay","cons_m3_JYDQ_num","cons_m3_JYDQ_pay","cons_m3_MYYP_num","cons_m3_MYYP_pay","cons_m12_RYBH_num","cons_m12_RYBH_pay","cons_m12_JYDQ_num","cons_m12_JYDQ_pay","cons_m12_MYYP_num","cons_m12_MYYP_pay","same_prov","same_city","current_age","al_date1_length","al_date2_length","al_date3_length","al_id_m3_num_combine","al_id_m3_bank_num_combine","al_id_m3_nbank_orgnum_combine","al_id_m6_nbank_orgnum_combine","last_job_opendate_length","fst_opendate_length","NA1_TYPE1","NA1_TYPE2","NA1_TYPE3","GENDER","P_PROV","H_PROV"
"1926","05373C58BA275175D2B7BD04FCF5F932",0,1,0,0,NA,1,0,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17825,17825,2458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",3,300,1,1,15,14,800,2,3,70,3,300,"C1",11,800,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,33,NA,NA,NA,NA,NA,NA,NA,3054,3054,"","","","Male","A28","A28"
"1927","05394329B7DFA70E7A3A21571610B7F5",0,0,0,0,1,1,0,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201607,7,3666,25000,7,25000,78,13250,9,0,0,0,5656,35000,11,39250,10,40500,33,1250,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",6,200,2,2,30,13,2000,4,4,65,4,100,"C1",9,1000,"C22",NA,NA,NA,NA,NA,NA,NA,NA,1,200,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","Unknown","A11"
"1928","0539524C80F1CF4363FF8594BDB0C0E8",0,0,0,0,1,1,1,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,6,10458,5e+05,NA,6e+05,NA,80000,NA,6250,2,0,10062,1200000,NA,1500000,NA,239250,NA,8500,5,0,88,6,4,1234,5,0,NA,0,0,1,1,"M4","T1",47,5000,4,7,408,81,9000,5,9,724,20,2000,"C9",28,3000,"C9",3,50,NA,NA,20,2000,4,70,NA,NA,28,3000,1,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A24","A24"
"1929","053A419828EE674F3BC0D888B531033A",1,0,1,0,1,1,0,1987,NA,20160813,NA,NA,NA,20160813,0,0,0,1,0,0,1,NA,NA,NA,1,0,0,201608,16,350,40000,12,40000,25,5e+05,64,0,0,0,333,54750,15,45000,33,9e+05,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M3","T1",6,300,1,2,30,8,300,1,3,40,4,300,"C16",4,300,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,30,200,NA,NA,0,0,0,1,NA,NA,"A8","","","Male","A10","A10"
"1930","053A9D96241AFAC99794BC2824CDCD26",0,0,1,0,1,1,1,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,8,1550,50000,NA,50000,NA,3e+05,NA,0,0,0,2964,90000,NA,85750,NA,329750,NA,0,0,0,99,6,3,949,11,1,1,1,0,1,1,"M3","T1",5,200,3,3,25,9,400,4,4,45,3,100,"C1",6,200,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A23","A23"
"1931","053B5A93544422A31A5C90B18F2217E4",0,0,0,0,1,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,11,0,8000,NA,6000,NA,217500,NA,32250,6,0,0,33000,NA,50250,NA,465000,NA,39750,12,0,97,7,3,2538,23,1,1,1,1,1,1,"M4","T1",15,700,4,4,75,24,1000,4,4,120,12,500,"C14",12,500,"C14",1,40,NA,NA,12,500,1,40,NA,NA,12,500,1,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A12","A12"
"1932","053B6BADBBD03A2B345EAC53DBF3FC00",0,0,0,0,NA,0,1,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,2,0,283,7,0,NA,0,0,0,1,"M4","T1",6,300,1,2,30,20,2000,2,3,100,5,300,"C16",14,1000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A12","A12"
"1933","053C3103F0BCD23A2288E479E6C5C464",1,0,1,0,1,1,0,1991,NA,20160917,20160621,NA,20160917,NA,0,0,0,0,1,1,0,NA,NA,NA,1,0,0,201609,6,250,60000,7,60000,13,3e+05,58,0,0,0,250,175000,28,175000,43,547500,97,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",7,900,2,2,35,17,2000,2,2,85,4,600,"C4",13,1000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,26,165,253,NA,0,0,0,0,NA,NA,"A13","A9","","Female","A29","A29"
"1934","053CCB941C6AA2BD432D23FF494BDBB8",0,0,0,0,NA,1,0,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",3,70,2,2,15,9,700,2,2,45,2,50,"C26",8,600,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A21","A21"
"1935","053CD8BD2D826CA8CA0D7B2B8D1CC6D6",0,0,1,1,1,1,0,1985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,8,16416,72500,NA,52500,NA,115000,NA,0,0,0,14500,1e+05,NA,75000,NA,170000,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",5,400,1,1,25,5,400,1,1,25,5,400,"C3",5,400,"C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A10","A10"
"1936","053ED1342214209DADDEE4CB982642CC",1,0,0,0,1,1,1,1987,NA,20161014,20160828,20160626,20161014,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,201608,86,36375,6e+06,44,7e+06,85,45000,44,0,0,1,21375,1.8e+07,10,1.9e+07,20,170000,12,0,0,1,92,5,2,248,7,0,1,1,0,1,1,"M4","T1",46,5000,7,16,693,66,7000,8,18,1131,26,4000,"C7",35,5000,"C7",0,0,0,0,6,800,0,0,0,0,8,1000,1,1,30,138,185,248,0,0,0,0,NA,NA,"A13","A13","A13","Male","A21","A21"
"1937","053EF059FDCE949807FBB99C805C514A",0,1,0,0,1,1,1,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12174,12174,1367,NA,NA,NA,201605,7,4166,172500,NA,247500,NA,95000,NA,0,0,0,6281,190000,NA,307500,NA,104500,NA,0,0,0,89,7,3,468,5,1,1,1,1,1,1,"M4","T1",42,4000,9,13,341,124,7000,9,13,785,8,2000,"C1",71,4000,"C1",1,10,NA,NA,8,500,1,10,NA,NA,11,700,1,1,36,NA,NA,NA,NA,NA,NA,NA,8705,8705,"","","","Female","A1","A1"
"1938","0541059B0270C33AEE763414791A3491",0,0,1,0,1,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,6,0,1950000,NA,1950000,NA,272500,NA,0,0,0,0,4700000,NA,5e+06,NA,367500,NA,0,0,0,76,6,NA,5080,26,1,1,1,1,1,1,"M4","T1",42,10000,7,15,2579,132,20000,12,17,5323,15,9000,"C11",38,9000,"C11",1,30,2,9000,7,800,2,50,2,9000,28,2000,1,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A30","A30"
"1939","054167071E88CA9CD0A6D58A96EFFEED",0,0,0,0,NA,1,1,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,4,1310,26,1,1,1,1,0,1,"M4","T1",3,70,1,1,15,15,300,1,1,75,3,70,"C22",15,300,"C22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A24","A24"
"1940","05416F517652EE6F816F890DDEA132F2",0,0,1,1,1,1,1,1987,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,15,550,247500,NA,50000,NA,3e+05,NA,5500,5,0,964,480000,NA,110000,NA,537500,NA,15000,11,0,74,3,3,504,4,1,1,0,0,0,1,"M4","T1",22,2000,1,1,110,48,5000,1,1,240,22,2000,"C1",48,5000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A6","A6"
"1941","054192A9D4C7BB2A2C2DE9EEB8B3D7FF",0,0,0,0,NA,1,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,4,3,99,2,0,1,0,0,0,1,"","T3",0,0,0,12,4018,17,900,6,19,7088,0,1,"C29",9,400,"C21",NA,NA,NA,NA,0,0,0,0,0,0,1,40,1,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A13","A13"
"1942","0541D1AD5019765EB9999103BA50A59A",0,0,1,0,1,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,6,0,8250,NA,0,NA,0,NA,0,0,0,0,8250,NA,0,NA,20750,NA,0,0,0,94,7,2,1848,46,1,NA,1,0,1,1,"M4","T1",78,6000,10,19,1430,160,10000,15,21,2111,21,4000,"C7",43,7000,"C7",1,80,NA,NA,12,1000,2,200,0,0,25,2000,1,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A17","A17"
"1943","0541FD4E8050CC72C6FDF8341504773F",0,1,0,0,1,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14319,14319,NA,NA,NA,NA,201605,7,4750,682500,NA,707500,NA,50000,NA,0,0,0,6281,767500,NA,797500,NA,1e+05,NA,0,0,0,98,7,3,1208,9,1,1,1,0,1,1,"M4","T1",33,4000,4,16,571,63,7000,8,18,927,27,3000,"C14",36,4000,"C14",0,0,0,0,27,3000,0,0,0,0,36,4000,0,1,37,NA,NA,NA,NA,NA,NA,NA,6560,6560,"","","","Female","Unknown","A11"
"1944","0542017BD390813569CAFD3093BBE53B",0,1,0,0,1,1,0,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21914,-21914,3720,NA,NA,NA,201605,1,12250,101250,NA,162500,NA,0,NA,0,0,0,16607,131250,NA,174000,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M3","T1",3,2000,3,16,221,7,5000,5,16,322,1,2000,"C5",2,5000,"C5",1,30,0,0,0,0,2,50,0,0,0,0,1,1,32,NA,NA,NA,NA,NA,NA,NA,42793,42793,"","","","Male","A12","A12"
"1945","05421CDF2242841124560587ED160B22",0,0,0,0,1,1,1,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,3,0,0,0,0,0,4500,5,0,0,0,0,0,0,0,0,15000,15,0,0,0,53,2,0,99,2,0,NA,0,0,0,1,"M4","T1",7,100,2,2,35,20,700,3,3,100,6,100,"C22",10,400,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A21","A21"
"1946","054368A901C9B868E1D2629F10E26F86",0,0,0,0,NA,1,1,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,5,2,562,10,1,NA,1,0,1,1,"M1","T1",1,1,1,1,5,1,1,1,1,5,1,1,"C1",1,1,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A5","A5"
"1947","0543AD56E1B025D8E73964B40778121F",0,0,0,0,1,1,1,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,3,6375,85000,NA,70000,NA,40000,NA,0,0,0,5928,97500,NA,82500,NA,40750,NA,0,0,0,80,2,0,166,2,0,NA,0,0,1,1,"M1","T1",5,300,1,1,25,5,300,1,1,25,5,300,"C1",5,300,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","Unknown","A12"
"1948","0543FFF94DCEE514FFDD4525E64CA1DC",1,0,0,0,NA,1,1,1987,NA,20151213,NA,NA,NA,20151213,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,4,0,75,1,0,1,0,0,0,1,"M4","T1",12,2000,1,5,123,36,3000,4,6,183,12,2000,"C7",18,2000,"C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,30,444,NA,NA,0,0,0,0,NA,NA,"A5","","","Male","A17","A17"
"1949","0544202A2FC93B6DBA5070DC433E6E88",1,0,0,0,NA,1,0,1982,NA,20170104,NA,NA,NA,20170104,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",108,6000,10,16,824,178,9000,12,18,1260,54,2000,"C14",69,2000,"C14",1,30,2,40,18,2000,2,60,4,70,28,2000,1,1,35,56,NA,NA,1,0,1,1,NA,NA,"A9","","","Female","A21","A21"
"1950","05446B8D643A8B9A522AD6559FD2C95B",0,0,0,0,1,1,1,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201608,5,0,0,0,0,0,55000,32,40000,5,1,0,0,0,0,0,85000,58,70000,11,1,76,3,1,287,5,0,1,0,0,0,1,"M4","T1",39,5000,6,13,627,159,7000,7,16,1000,22,2000,"C24",128,2000,"C24",NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A17","A17"
"1951","0544FAC6724B858E7D56E83D38CB0B55",1,0,1,0,NA,1,0,1993,NA,20160929,20160923,20160218,20160929,NA,0,0,0,0,1,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",6,300,1,2,30,18,900,2,3,90,5,300,"C16",15,600,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,24,153,159,377,0,0,0,0,NA,NA,"A13","A13","A13","Female","A6","A6"
"1952","05453DE2CBEA3F6D9949D7B9F3ED57C8",0,0,0,0,1,1,1,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,3,250,12500,NA,12500,NA,10500,NA,0,0,0,916,17250,NA,17500,NA,15000,NA,0,0,0,10,9,4,1489,28,0,1,0,0,1,1,"M4","T1",80,4000,6,17,733,1083,10000,17,21,1328,41,2000,"C18",683,3000,"C18",0,0,0,0,2,100,38,30,0,0,3,200,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A24","A24"
"1953","0545B256106A34481FFC9A8D9D0B9B2C",0,1,1,0,1,1,1,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18772,18772,7200,1,0,0,201605,19,0,2.1e+07,NA,125000,NA,78750,NA,0,0,0,0,4.2e+07,NA,1692500,NA,256250,NA,0,0,0,83,6,3,649,15,1,1,1,1,1,1,"M4","T1",45,4000,8,18,778,163,10000,10,21,1699,13,1000,"C7",55,3000,"C24",1,20,0,0,13,900,8,40,0,0,24,2000,0,0,36,NA,NA,NA,NA,NA,NA,NA,2107,2107,"","","","Female","A13","A5"
"1954","05465BB6DED0941121261784D9C88900",0,0,0,0,1,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,7,0,250,NA,250,NA,497500,NA,0,0,0,0,250,NA,250,NA,557500,NA,0,0,3,99,5,3,831,7,1,1,1,0,1,1,"M4","T1",5,100,2,2,25,22,700,2,2,110,4,100,"C22",20,600,"C22",NA,NA,NA,NA,1,40,NA,NA,NA,NA,2,50,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","Unknown","A13"
"1955","0546B3BB77A2AB221E4EC9F6FDBB4A73",0,0,0,0,1,1,1,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,4,0,0,NA,0,NA,65750,NA,2750,1,0,0,0,NA,0,NA,653250,NA,14250,7,0,92,6,2,648,12,1,1,1,1,1,1,"M3","T1",4,300,2,2,20,7,1000,4,4,35,3,300,"C1",4,1000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A30","A30"
"1956","05477E679979212B793866E08D8DF2C8",1,1,0,0,1,1,1,1992,NA,20150926,NA,NA,20150926,NA,0,0,0,0,1,0,0,20025,20025,3060,NA,NA,NA,201605,2,0,1250,NA,0,NA,0,NA,0,0,0,0,1250,NA,0,NA,0,NA,0,0,0,99,7,2,1416,26,0,1,1,0,0,1,"M4","T1",5,200,1,2,25,18,1000,1,2,90,4,200,"C16",14,1000,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,25,522,NA,NA,0,0,0,0,854,854,"A13","","","Female","A21","A21"
"1957","05495DE94B45906B3A873782F576A289",0,0,0,0,1,1,1,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,3,0,0,NA,0,NA,0,NA,0,0,0,0,750,NA,32500,NA,22500,NA,0,0,0,90,5,1,1010,32,1,1,1,1,1,1,"M4","T1",25,10000,6,13,390,250,20000,13,20,1510,13,10000,"C16",93,10000,"C16",0,0,0,0,5,300,1,10,1,6,10,500,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A4","A2"
"1958","0549BA7A77EA00CEF87620C532EEF814",1,0,0,0,1,1,1,1972,NA,20160301,NA,NA,20160301,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,201605,12,18100,6e+05,NA,3e+05,NA,4e+05,NA,15750,5,0,20250,1e+06,NA,7e+05,NA,9e+05,NA,50500,11,0,91,6,3,1392,16,1,NA,1,0,0,1,"M4","T1",160,20000,6,11,4362,317,40000,12,16,6848,112,20000,"C23",179,30000,"C7",0,0,NA,NA,0,0,15,200,7,700,3,50,1,1,45,365,NA,NA,0,0,0,0,NA,NA,"A13","","","Female","A4","A4"
"1959","054A0CF52458125E477060EB3D60FBF1",1,0,0,0,NA,1,1,1988,NA,20160629,20160503,NA,20160629,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,7,2,909,25,1,1,1,1,1,1,"M1","T1",1,10,1,1,5,1,10,1,1,5,1,10,"C22",1,10,"C22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,29,245,302,NA,0,0,0,0,NA,NA,"A13","A13","","Male","A5","A5"
"1960","054AAF8DE3213218A4EF82F42508D816",0,0,0,0,1,1,1,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,8,0,0,NA,0,NA,5e+05,NA,0,0,0,0,0,NA,0,NA,620000,NA,1750,3,0,95,6,1,664,15,1,1,1,0,1,1,"M4","T1",75,8000,13,20,1329,126,10000,14,21,1979,16,3000,"C11",23,5000,"C11",5,100,3,3000,3,100,8,300,4,5000,4,200,1,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A5","A5"
"1961","054B21BB1A3B4EB756579C4FFC878109",0,0,1,0,NA,1,1,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,4,7201,26,1,1,1,1,0,1,"M4","T1",171,30000,9,20,5836,272,40000,15,23,9597,133,20000,"C7",203,30000,"C7",0,0,1,1000,10,1000,2,50,4,2000,11,1000,1,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A29","A29"
"1962","054BB1A8E345F46D1C474FDDDABBA1F2",0,0,1,0,1,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,7,0,351750,NA,0,NA,267500,NA,0,0,0,0,355750,NA,0,NA,279000,NA,0,0,0,98,6,2,843,18,1,1,1,0,1,1,"M4","T1",8,500,2,2,40,28,3000,5,5,140,7,400,"C3",13,2000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","Unknown","A12"
"1963","054BCFC06435B9888411293223FB09F9",1,0,0,0,1,1,1,1982,NA,20151117,NA,NA,20151117,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,201605,5,1350,18750,NA,18750,NA,80000,NA,0,0,0,1250,35000,NA,35000,NA,102750,NA,5250,3,0,10,6,2,903,14,1,1,1,0,1,1,"M4","T1",27,10000,8,15,1212,176,20000,15,15,1652,9,10000,"C11",38,10000,"C11",4,70,6,10000,1,200,4,70,6,10000,12,900,1,1,35,470,NA,NA,0,0,0,0,NA,NA,"A13","","","Female","A30","A30"
"1964","054C0AADC97EEEB662ACC4344AEEB0CA",1,0,0,0,1,1,0,1985,NA,20151204,NA,NA,20151204,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,201605,7,350,45000,NA,40000,NA,50000,NA,0,0,0,350,45000,NA,40000,NA,50000,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",3,30,1,2,15,9,200,2,3,45,2,30,"C16",5,100,"C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32,453,NA,NA,0,0,0,0,NA,NA,"A13","","","Male","Unknown","A18"
"1965","054DC33CCD574DD096B8E56D720DA3BA",1,0,1,0,1,1,1,1986,NA,20160121,NA,NA,20160121,NA,0,0,0,0,1,0,0,NA,NA,NA,1,0,0,201605,4,3000,17500,NA,22500,NA,3e+05,NA,1750,1,0,3000,17500,NA,22500,NA,383250,NA,1750,1,0,98,5,2,209,4,1,1,1,0,1,1,"M4","T1",44,6000,6,14,1223,87,9000,6,18,1877,23,3000,"C7",33,4000,"C7",7,30,0,0,9,2000,13,50,0,0,14,3000,1,1,31,405,NA,NA,0,0,0,0,NA,NA,"A13","","","Female","A10","A10"
"1966","054F8A1A5F986284583FD6F4E7E44C52",0,1,0,0,1,1,0,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15427,15427,NA,NA,NA,NA,201605,5,13791,80000,NA,80000,NA,0,NA,0,0,0,27218,150000,NA,150000,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",3,200,1,1,15,3,200,1,1,15,3,200,"C1",3,200,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45,NA,NA,NA,NA,NA,NA,NA,5452,5452,"","","","Female","Unknown","A17"
"1967","05503BB3A3D94099F0C86E1E5DDB740F",0,0,0,0,NA,1,1,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,6,3,388,14,1,1,1,1,1,1,"M4","T1",54,5000,9,13,478,96,9000,15,18,918,17,2000,"C7",26,3000,"C7",2,30,1,50,17,600,5,70,1,50,26,900,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A17","A15"
